Business,Category,City,Phone,Address,Rating,Reviews,Web presence,Existing link,Score,Google Maps
Rankin Plumbing & Repair,Plumber,Bonita,(619) 752-9653,"4045 Bonita Rd Ste 243, Bonita, CA 91902",5,28,Social only,https://rankinplumbingfix.com/,19.3,https://www.google.com/maps/place/?q=place_id:ChIJq96FJ9ZR2YARuz9fk7ALnpQ
ECC TILE SERVICES,Handyman/Handywoman/Handyperson,Lemon Grove,(619) 327-8258,"3242 A Kempf St, Lemon Grove, CA 91945",5,28,Social only,https://www.instagram.com/ecc_tile,19.3,https://www.google.com/maps/place/?q=place_id:ChIJgfZuH2BR2YARn_6OMZ7SDEI
Mvpblends,Barber shop,San Marcos,(760) 458-7868,"Sola Salons, 720 S Rancho Santa Fe Rd Rm 23, San Marcos, CA 92078",5,28,Booking/3rd-party only,https://squareup.com/appointments/book/e44fm6ge5pdr4x/L5M8BZF7SGNWX/services,19.3,https://www.google.com/maps/place/?q=place_id:ChIJSZtpGYJ13IAR5hccVhYJ-JM
Lowe's Tax Preparation and Financial Counseling,Tax preparation service,Encinitas,(760) 846-1563,"187 Calle Magdalena, Encinitas, CA 92024",4.9,28,Social only,https://lowestax.com/contact-us/,19.3,https://www.google.com/maps/place/?q=place_id:ChIJ__8LLWwM3IARqXDVWdy2qus
Luis the barber,Barber shop,San Diego,(760) 693-3020,"10431 San Diego Mission Rd, San Diego, CA 92108",4.9,28,Booking/3rd-party only,http://thebarberlouie.booksy.com/a/,19.3,https://www.google.com/maps/place/?q=place_id:ChIJfbOkeWtV2YARV9MnUPbejb0
Kromatology Salon,Hairdresser,Chula Vista,(619) 500-2643,"610 Palomar St Ste B, Chula Vista, CA 91911",5,28,Social only,https://linktr.ee/kromatology?utm_source=linktree_profile_share&ltsid=d8147157-e98e-45bb-9f86-ff00ea476cb5,19.3,https://www.google.com/maps/place/?q=place_id:ChIJB9zNgPhP2YARi0rY6sFYSIg
Mint Hair Bar,Hair salon,La Mesa,(619) 667-8755,"8841 La Mesa Blvd B, La Mesa, CA 91942",4.6,28,Social only,http://www.instagram.com/minthairbar,19.3,https://www.google.com/maps/place/?q=place_id:ChIJBQJ-KEBX2YARL-8klxH58k4
Aurora’s Barber Shop,Barber shop,Chula Vista,(619) 420-1190,"361 Broadway, Chula Vista, CA 91910",4.4,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJnxSX9e9N2YARVthxvWWYDVU
J T Towing & Auto Repair,Towing service,Imperial,(760) 355-1000,"467 W Aten Rd, Imperial, CA 92251",4.1,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJXTAMmQNe14ARCom7KGl_ba0
Family Cuts,Beauty salon,San Diego,(619) 583-5221,"5227 University Ave, San Diego, CA 92105",3.9,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJC7w-gx5U2YAR2grSsT0Zjbs
Cindy's Nails La Mesa,Nail salon,La Mesa,(619) 741-8778,"8255 El Paso St, La Mesa, CA 91942",4.2,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJJcbTU39X2YARUmM9VOBFiCQ
Le’s Beauty Salon,Beauty salon,San Diego,(619) 583-7216,"5253 El Cajon Blvd, San Diego, CA 92115",4,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJVzg6WbdV2YARF_drfUPvqOo
Sd la popular tortilleria,Tortilla shop,San Diego,(619) 452-6279,"924sampson, 924 Sampson St, San Diego, CA 92113",4.4,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJvZ1uPq5T2YARb1twstNol8g
La Princesa Tortilleria,Mexican grocery store,San Diego,(619) 231-4885,"3320 Broad Ave, San Diego, CA 92113",4.4,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJfSev3KZT2YAR_Ey8TiS8ON8
San Diego Heating & Air Conditioning,HVAC contractor,San Diego,(858) 384-8699,"3878 40th St, San Diego, CA 92105",4.3,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJrWxpfBD53YYRTe7E_m72WuU
Guitar Choice,Music store,Chula Vista,(619) 662-2605,"3802 Main St #4, Chula Vista, CA 91911",4.2,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJZ1m4qh1J2YARuhQ-kI90Sgg
Law Office of Lilia S. Velasquez,Immigration attorney,San Diego,(619) 233-4431,"2615 Camino del Rio S Ste 400, San Diego, CA 92108",4.3,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJ63ii-ahU2YARFL_1jzuEPio
Best Glass Inc,Glass shop,Chula Vista,(619) 424-8192,"2252 Main St Ste 4, Chula Vista, CA 91911",4.2,19,No website,,19.0,https://www.google.com/maps/place/?q=place_id:ChIJOxhv3yVM2YARfyFYiCRi0IM
Zippy Laptops,Computer repair service,Oceanside,(760) 433-9300,"427 S Coast Hwy, Oceanside, CA 92054",3.1,27,No website,,18.9,https://www.google.com/maps/place/?q=place_id:ChIJudpPYztu3IAR9_UlAcg4_2Q
Ico Party Supplies & more,Party store,National City,(619) 474-5115,"1240 E Plaza Blvd #602, National City, CA 91950",3.3,27,No website,,18.9,https://www.google.com/maps/place/?q=place_id:ChIJ522CMiVS2YARs_V96g1Gt9Y
Puffs & Snuffs Smoke Shop,Tobacco shop,San Diego,(619) 260-1827,"2849 University Ave, San Diego, CA 92104",3.5,27,No website,,18.9,https://www.google.com/maps/place/?q=place_id:ChIJ2Ve1svZU2YARFEi4AILZFjE
Fairlane Cleaners & Laundry,Dry cleaner,Oceanside,(760) 724-8441,"3821 Plaza Dr #403, Oceanside, CA 92056",3,27,No website,,18.9,https://www.google.com/maps/place/?q=place_id:ChIJwfnzIN5z3IARsgmza156i_Q
Nucleus Pest Control Service,Pest control service,San Diego,(619) 914-5570,"4555 Alvarado Canyon Rd, San Diego, CA 92120",4.6,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJn5VeDcdV2YAR8Ac4SEnQptM
Top Team Pest Control,Pest control service,San Diego,(619) 377-9479,"2886 Main St, San Diego, CA 92113",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJVVUZ56WBsIcRPOAq8ZR7YAA
Frank's Barber Shop,Barber shop,National City,(619) 474-3287,"1640 E 8th St, National City, CA 91950",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJy3W_vi9S2YARPGpa1FK4TkQ
Myo Fit SD,Gym,El Cajon,(760) 285-7105,"1224 Broadway #101, El Cajon, CA 92021",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJKeoBH6NZ2YARJrEa5hTOdUY
Apex Barber Studio,Barber shop,Vista,(760) 477-3008,"249 Emerald Dr, Vista, CA 92083",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJCey487xx3IARtiwqWiX2Mrw
Nadirah Belly dancer and Instructor,Dance school,Imperial Beach,(619) 895-4241,"837 10th St, Imperial Beach, CA 91932",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJP5of4LpN2YARZEg_qajZ3Us
Capital Business & Tax Services,Tax preparation service,San Diego,(619) 275-1150,"4780 Mission Blvd, San Diego, CA 92109",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJN0sQ6Y0B3IARvS2TPsraaY0
H&D Auto Registration Services,Registry office,National City,(619) 480-3439,"2303 Highland Ave, National City, CA 91950",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ208sHv9T2YARdGkTZDoygds
Escondido Plumbing & Drain Co,Plumber,Escondido,(442) 248-5629,"105 N Rose St #203, Escondido, CA 92027",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJxQg_0y-7j4AR6hDyTxvn2S0
Blush,Beauty salon,Poway,(858) 486-4784,"12330 Poway Rd, Poway, CA 92064",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJceepezH624ARN8vALwzcYSY
Bello’s Tacos and Burritos,Mexican restaurant,San Diego,(858) 910-7737,"3020 Clairemont Dr, San Diego, CA 92117",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ1cSiLEsB3IARBppUyV6Lkmc
Serene Health insurance Quotes,Health insurance agency,San Diego,(619) 614-1835,"1137 Seventh Ave, San Diego, CA 92101",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJLQFibyVP2YARTwtii5z7X64
Sabrina's Hair Studio,Hair salon,Chula Vista,(619) 884-4428,"555 Broadway Ste 1016-103, Chula Vista, CA 91910",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJNeGQgT1N2YARGWLF9dVHCjY
Lady Cheryl's,Beauty salon,National City,(619) 263-7909,"18 N Euclid Ave, National City, CA 91950",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJG50uXytS2YARammn5DIovTA
Homerun Hair Design,Beauty salon,Spring Valley,(619) 479-7785,"8365 Paradise Valley Rd #12, Spring Valley, CA 91977",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ12kl61pQ2YARYoX6wiaAG68
Holistic Hairitage,Hair salon,Vista,(760) 716-7929,"40 Main St Ste 20, Vista, CA 92083",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJgVDQeNV33IAR0AaTEupmgco
Strands Hair Salon,Beauty salon,Carlsbad,(760) 434-0424,"620 Grand Ave B, Carlsbad, CA 92008",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJsSjLlxpy3IAR5l0NJuAWu6U
SharpFix Appliance Service,Small appliance repair service,Oceanside,(760) 273-0516,"637 S Cleveland St, Oceanside, CA 92054",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ2agMAgBv3IARExUxN1cFc_U
Rain & Roses Studio,Hair salon,Encinitas,(760) 685-3778,"1022 N El Camino Real Ste 107, Encinitas, CA 92024",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ2XlasicL3IARFBZFDFkE1zc
"Christina Hough, Consultant and Notary Public",Notary public,Lakeside,(619) 863-3294,"9100 Single Oak Dr Spc 46, Lakeside, CA 92040",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJgc4uGLTo24AR5wCeh638zVg
Advanced Beauty and Ink,Spa,Lemon Grove,(619) 201-6332,"7227 Broadway, Lemon Grove, CA 91945",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJO_Qc1c5R2YAR1-l6HUI4eAo
Artskiddoo,Art school,San Diego,(858) 204-5308,"12222 Dormouse Rd, San Diego, CA 92129",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJVVXZzW3424AR_HzdOluRXMY
1st A Wheels,Used tire shop,San Diego,(619) 661-2525,"1708 Cactus Rd, San Diego, CA 92154",4.8,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJLwu8p81J2YARCrJbijizA3Q
ShingleMaster Roof Repair & Commercial Roofing,Roofing contractor,San Diego,(619) 780-6669,"2710 Dusk Dr, San Diego, CA 92139",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJgULCYrxR2YAREyu59DvDZDg
Asian Foot Spa,Massage spa,National City,(619) 371-8970,"3403 E Plaza Blvd, National City, CA 91950",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJW6gLf3JR2YARw8o3r9vUBe0
Ivy Celeste Aesthetics,Massage therapist,National City,(619) 870-6331,"3200 Highland Ave #202, National City, CA 91950",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJv65QnNFT2YARSRxRLogOYJ0
Brian Kenneth Johnson Law Practice,Law firm,San Diego,(619) 961-4169,"600 B St Suite 300, San Diego, CA 92101",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJb7Wg46ZU2YARYpBbknFZJ2c
LAZY DAY SPA,Thai massage therapist,San Diego,(858) 308-0222,"7380 Clairemont Mesa Blvd #102, San Diego, CA 92111",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ0SPpjWr_24ARqXrYeMrFkOM
SANDI LAND CHILD CARE LLC,Day care center,San Diego,(619) 807-6950,"1127 Goodyear St, San Diego, CA 92113",4.5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJqRr6UKVT2YAR1g_KVj1CYNc
"Motor Works, inc",Auto repair shop,National City,(619) 327-0200,"1625 Coolidge Ave #35, National City, CA 91950",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJh3h0DEFS2YARQabfAG6LfbU
Accuweld Inc,Welder,Oceanside,(760) 724-0110,"1980 Peacock Blvd d, Oceanside, CA 92056",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJfanggzRx3IARM44mvFDjBNo
Beautify Houses Painting,Painter,San Diego,(619) 677-4669,"4155 W Point Loma Blvd Unit 104, San Diego, CA 92110",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJrSl9zvur3oAR5gl5uyFTj34
City Frame & Autobody Repair,Auto repair shop,San Diego,(619) 282-8884,"3570 University Ave, San Diego, CA 92104",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJo8vO6lxU2YARvfikwBU3Yag
Lelé Daycare,Family day care service,San Diego,(858) 373-7770,"Dewsbury Ave, San Diego, CA 92126",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJZ2OY0WUkwQkRLXk4H553M2M
Angel's Auto Service & Repair,Auto repair shop,Chula Vista,(619) 207-2841,"609 Arizona St, Chula Vista, CA 91911",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJgx0ywMNN2YAR3bF-rNbSW40
Mayoreo Y Menudeo De Flores,Florist,Chula Vista,(619) 863-0800,"1669 3rd Ave, Chula Vista, CA 91911",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJmyL52ZZO2YARGiF1lYtaELM
All-Pro Auto Repair,Auto repair shop,National City,(619) 474-2546,"517 National City Blvd, National City, CA 91950",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJCeXNI0lS2YARyzOBTICXeOY
Total Thermal Imaging Wellness Center,Chiropractor,La Mesa,(619) 303-5884,"7339 El Cajon Blvd, La Mesa, CA 91942",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJwW0_8zxX2YARDDU2t3Srb2w
Mom's Deli Mart,Deli,San Diego,(858) 737-4445,"9350 Waxie Way Ste 150, San Diego, CA 92123",4.8,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ__8_1az_24ARCCJzdF9Luns
The Window Cleaning Specialists,Window cleaning service,San Diego,(858) 586-0870,"7940 Silverton Ave, San Diego, CA 92126",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ7V0qO1v524ARWcNJ1_fl97o
Floral Design by Ari,Florist,Encinitas,(760) 436-3333,"232 N Coast Hwy 101, Encinitas, CA 92024",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJdUEVqF4M3IAR9-zGF96ELds
"J Hill Interiors, Inc.",Interior designer,Coronado,(619) 800-7935,"826 Orange Ave Unit 635, Coronado, CA 92118",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJu9FqZgar3oAROQxJbtmO0sQ
Cornerstone Chiropractic,Chiropractor,Ramona,(760) 789-1213,"1012 Main St #104, Ramona, CA 92065",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJGxWiU5fo24ARg_o5188Vr4o
A&A Auto Collision and Classics,Auto body shop,San Diego,(619) 721-4258,"301 16th St, San Diego, CA 92101",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJoVO4WtpV2YARiUxW0MnXDAw
Beemer Club,BMW dealer,San Diego,(619) 299-6540,"2120 University Ave, San Diego, CA 92104",4.5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJabwEEe9U2YARGOuNEFY1-E4
WestWind Print & Digital,Print shop,San Diego,(858) 279-3361,"4668 1/2 Mercury St, San Diego, CA 92111",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ5YBUOb7_24AROAcJVDIo23k
Keen Dentistry,Dentist,El Cajon,(858) 426-9204,"n 595 N Westwind Dr, El Cajon, CA 92020",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJoRq0UYRX2YAReEvsSLAsKy8
Santee Discount Liquor & Beer Market,Liquor store,Santee,(619) 596-1222,"11541 N Woodside Ave B, Santee, CA 92071",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJu_x-YIPi24ARG1cz6VkBBaw
KORA AUTO COLLISION & BODY,Auto body shop,Escondido,(760) 975-3142,"854 Metcalf St Suite B, Escondido, CA 92025",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJryxCgcz124ARcjWtv0IT4cs
GTR Mobile Detailing Inc,Car detailing service,San Diego,(619) 639-5128,"402 W Broadway, San Diego, CA 92101",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJq54sbxVV2YARIOAm2KANBOQ
Wheel Alignment San Diego,Wheel alignment service,Chula Vista,(619) 332-0505,"619 K St suite a, Chula Vista, CA 91911",4.9,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJGYf_rRdN2YARvZG63TgsODE
Blanca's Tailor Shop,Tailor,Chula Vista,(619) 349-2574,"713 Broadway Ste C, Chula Vista, CA 91910",5,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJcc01RLhN2YARaYFeEg3vTa0
Lindbeck Rick DVM: North Escondido Animal Hospital,Veterinarian,Escondido,(760) 741-8387,"306 W El Norte Pkwy, Escondido, CA 92026",4.7,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJN-mEdrH024ARSJW__SXmde0
Normal Heights Masonic Center,Banquet hall,San Diego,(619) 284-0925,"3366 Adams Ave, San Diego, CA 92116",4.8,15,No website,,18.8,https://www.google.com/maps/place/?q=place_id:ChIJ2Tw-hlRU2YARyaiEENSJOes
R.Guzman Barbershop,Barber shop,Vista,(760) 917-0804,"1463 W Vista Way, Vista, CA 92083",4.3,34,Social only,https://linktr.ee/r.guzman,18.7,https://www.google.com/maps/place/?q=place_id:ChIJFcX5dgBx3IAR_I5YzoMBfBU
Lakeside Auto Service,Auto repair shop,Lakeside,(619) 938-4267,"10116 Maine Ave, Lakeside, CA 92040",3.9,34,Booking/3rd-party only,https://lakesideautoservic.wixsite.com/website,18.7,https://www.google.com/maps/place/?q=place_id:ChIJ-Wxup3Hi24ARlycLHkjAP3c
Fashion Nails,Nail salon,San Marcos,(760) 744-5577,"997 W San Marcos Blvd #104, San Marcos, CA 92078",4.2,34,Booking/3rd-party only,http://fashionnailsbykim.weebly.com/,18.7,https://www.google.com/maps/place/?q=place_id:ChIJd9oiu0913IARpSJXjjeMMBA
Barbering With Stephen,Barber shop,San Diego,(619) 895-6100,"710 13th St, San Diego, CA 92101",4.9,27,Booking/3rd-party only,https://booksy.com/en-us/26097_barberingwithstephen_barber-shop_134656_san-diego,18.6,https://www.google.com/maps/place/?q=place_id:ChIJ0YmQc6RR2YARMXHuaZfB3BE
CA Japanese Nail,Nail salon,San Diego,(619) 403-7238,"4625 Convoy St 1st fl, San Diego, CA 92111",5,27,Social only,https://www.instagram.com/canailsalon,18.6,https://www.google.com/maps/place/?q=place_id:ChIJC5gjunP_24AR-zz7E5IK6t4
Plaza Tax & Financial Services,Tax preparation service,Vista,(760) 724-7113,"1717 E Vista Way #110, Vista, CA 92084",4.1,33,Social only,http://www.plazatax.com/,18.2,https://www.google.com/maps/place/?q=place_id:ChIJFVUCBfR23IARkUcWvAzOtUQ
Toxic's '3 Beauty and Barber Salon,Hair salon,San Diego,(619) 616-4308,"3523 El Cajon Blvd, San Diego, CA 92104",3.5,26,No website,,18.2,https://www.google.com/maps/place/?q=place_id:ChIJTQbMrYtV2YARio4yhlcmgZo
French Nails & Spa,Nail salon,Encinitas,(760) 942-7555,"687 S Coast Hwy 101 #157, Encinitas, CA 92024",4.2,33,Social only,https://m.facebook.com/French-Nails-Spa-199028446794214/,18.2,https://www.google.com/maps/place/?q=place_id:ChIJFQk7JEIM3IARyor4BujV9uY
New Life Massage Spa,Massage spa,Chula Vista,(619) 656-7888,"1550 E H St, Chula Vista, CA 91913",3.3,26,No website,,18.2,https://www.google.com/maps/place/?q=place_id:ChIJj9Sgh41P2YARrj88k1jNCM0
Relax Colon Hydro-Therapy & More,Health spa,El Cajon,(619) 932-9992,"1049 Broadway, El Cajon, CA 92021",4.3,33,Booking/3rd-party only,https://square.site/book/CAEQ5YC5PH1P9/relax-colon-llc-el-cajon-ca%EF%BF%BC,18.2,https://www.google.com/maps/place/?q=place_id:ChIJc8bwO-JZ2YAR1YK5MWUBkvg
Immersion Express / Coffee and Matcha,Coffee shop,Carlsbad,(858) 209-7833,"Windmill Food Hall, 890 Palomar Airport Rd, Carlsbad, CA 92011",4.3,33,Social only,https://www.instagram.com/immersionsd/,18.2,https://www.google.com/maps/place/?q=place_id:ChIJh12aqGpz3IARUW1aZkNo2wQ
Globe Auto Tech,Auto repair shop,San Diego,(619) 284-2007,"3652 University Ave B, San Diego, CA 92104",3.7,26,No website,,18.2,https://www.google.com/maps/place/?q=place_id:ChIJl1JcMENU2YARXDWlLVA2FfI
Point Loma Liquor,Liquor store,San Diego,(619) 224-4856,"1507 Rosecrans St, San Diego, CA 92106",4.1,33,Booking/3rd-party only,https://www.doordash.com/convenience/store/point-loma-liquor-san-diego-1670508/,18.2,https://www.google.com/maps/place/?q=place_id:ChIJ_3UoFKSr3oARb5MgZzZoelo
World Of Vape & CBD,Vaporizer store,Lakeside,(619) 938-4666,"9716 Los Coches Rd Unit 5, Lakeside, CA 92040",3.7,26,No website,,18.2,https://www.google.com/maps/place/?q=place_id:ChIJ25EYXQHj24ARKCFSmbwh4qQ
Trini's Hair Salon,Barber shop,San Diego,(858) 576-6826,"2373 Ulric St, San Diego, CA 92111",4.4,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJVRSWcVJV2YAR3XBaY2av7Es
Elisa's Beauty Salon,Hair salon,National City,(619) 474-5448,"439 Highland Ave, National City, CA 91950",4.3,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJh6h4iTZS2YARC-Polub0434
Benito's Place,Mexican restaurant,El Cajon,(619) 558-7426,"220 E Madison Ave, El Cajon, CA 92020",4.1,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJ7_O5C7VZ2YARk9RKUXSyUKs
Swanson Insurance Agency,Insurance agency,El Cajon,(619) 440-3708,"1161 E Main St #201, El Cajon, CA 92021",4.3,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJCaGEUKZZ2YAR3U4dGvqlF74
Amanda's Hair Styling,Beauty salon,Imperial Beach,(619) 961-5735,"637 9th St, Imperial Beach, CA 91932",4.1,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJ-3OtrkRM2YARUzuTLL4hQLE
Time & Treasures,Antique store,La Mesa,(619) 460-8004,"8326 La Mesa Blvd, La Mesa, CA 91942",4.1,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJt0Vq7jxX2YARhBeDaFl-lG0
Blue Orchid Spa,Massage therapist,San Diego,(858) 342-0958,"14391 Penasquitos Dr C, San Diego, CA 92129",4,18,No website,,18.0,https://www.google.com/maps/place/?q=place_id:ChIJUQzlfaX524ARb1T73AHoGdw
